id_these,ID_hackathon_auteur,titre,nom_auteur,prenom_auteur,genre_auteur,annee_promo,sujet_date_min,sujet_date_max,url
ENCPOS_1971_05,h0654,"Un diplomate de la Révolution en Italie, François Cacault (1793-1798)",Cleyet-Michaud,Rosine,female,1971,1904,1798,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1971_05
ENCPOS_1971_06,h0690,"Le comte d’Artois et l’architecture, l’administration de ses bâtiments",Constans,Martine,female,1971,1904,1787,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1971_06
ENCPOS_1971_07,h0691,"L’établissement de la maison de Savoie au sud du Léman, la châtellenie d’Allinges-Thonon (XIIe siècle – 1536)",Constant,Monique,female,1971,1903,1536,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1971_07
ENCPOS_1971_08,h0969,Gervais de Tilbury et les Otia imperiala ; commentaire et édition critique de la tertia decisio dans les traductions françaises de Jean d’Antioche et de Jean de Vignay,Duchesne,Annie,female,1971,1903,1212,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1971_08
ENCPOS_1971_09,h1097,Essai sur quelques actes normands de Richard Cœur-de-Lion,Fagnen,Claude,female,1971,1903,1199,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1971_09
ENCPOS_1971_10,h1296,"Étude sur les forêts des ducs de Lorraine sous les règnes de Léopold (1698-1729), François III (1729-1738) et Stanislas (1738-1766)",Geny,Monique,female,1971,1904,1766,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1971_10
ENCPOS_1971_11,h1332,Les noms de lieu du canton de Beaumont-Hague (Manche),Girard,Françoise,female,1971,1898,1971,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1971_11
ENCPOS_1971_12,h1445,Une ville et ses finances : Mâcon,Guerreau,Alain,male,1971,1902,1499,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1971_12
ENCPOS_1971_13,h1492,Les origines de l’abbaye de Saint-Florent-lès-Saumur ; histoire des monastères du Mont-Glonne et du château de Saumur (Ve-VIe siècles-1026),Hamon,Maurice,male,1971,1901,1026,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1971_13
ENCPOS_1971_14,h1493,Le cartulaire de l’abbaye Notre-Dame de la Roë : édition critique,Hamon-Jugnet,Marie,female,1971,1903,1199,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1971_14
ENCPOS_1971_15,h1609,"Un médecin parisien du XVe siècle, Jacques Despars (1380-1458)",Jacquart,Danielle,female,1971,1903,1458,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1971_15
ENCPOS_1971_16,h1827,Étude sur la Consultation de Paris pour la noblesse de Picardie de Dumoulin (1564),Le Coq,Jean-Pierre,male,1971,1904,1564,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1971_16
ENCPOS_1971_17,h1828,Étude sur les Matinées et Après-dinées du Seigneur de Cholières (1585-1587),Le Coq-Morel,Dominique-Élisabeth,male,1971,1904,1564,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1971_17
ENCPOS_1971_18,h2259,La vie économique et sociale à Ambert en Livradois de 1580 à 1661,Morin,Évelyne,female,1971,1904,1661,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1971_18
ENCPOS_1971_19,h2274,La société à Pondichéry au XVIIIe siècle (1673-1770),Mouradian-Ségaud,Anne,female,1971,1904,1770,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1971_19
ENCPOS_1971_20,h2349,La vicomté de Turenne à la fin du XVe siècle ; essai d’histoire économique,Oppetit-Perné,Danielle,female,1971,1903,1499,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1971_20
ENCPOS_1971_21,h2548,"Le sénéchal et siège présidial de Lauragais ; les magistrats, la procédure criminelle (1670-1790)",Prax-Falcou,Hélène,female,1971,1904,1790,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1971_21
ENCPOS_1971_22,h2577,"Le Collège des Cholets, étude historique d’un collège parisien",Rabut,Marie-Élisabeth,female,1971,1903,1764,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1971_22
ENCPOS_1971_23,h2627,L’architecture militaire en Dauphiné à la fin du Moyen Âge,Rey,Viviane,female,1971,1903,1499,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1971_23
ENCPOS_1971_24,h2716,"Les conseillers au Châtelet de Paris de la fin du XVIIe siècle, étude d’histoire sociale",Rosset,Philippe,male,1971,1904,1699,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1971_24
ENCPOS_1971_25,h2800,L’Église et les clercs face aux béguines et aux beghards du Rhin supérieur du XIVe siècle au XVe siècle,Schmitt,Jean-Claude,male,1971,1903,1499,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1971_25
ENCPOS_1971_26,h2869,La ville de Rodez au milieu du XVe siècle,Suau-Noulens,Bernadette,female,1971,1903,1480,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1971_26
ENCPOS_1971_27,h2964,"Du tombeau de saint Martial au “château” de Limoges,  étude de topographie historique",Trouillet,Marie-Christine,female,1971,1901,1499,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1971_27
ENCPOS_1971_28,h3052,La criminalité à Bordeaux de 1768 à 1777 d’après les plaintes et les informations de la Cour des jurats,Vié,Dominique,female,1971,1904,1777,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1971_28
ENCPOS_1971_29,h3102,L’architecture féodale en Alsace au XIIIe siècle,Wirth,Jean,male,1971,1903,1299,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1971_29
ENCPOS_1971_NEXT,,,,,,,,,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1971_NEXT
ENCPOS_1971_PREV,,,,,,,,,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1971_PREV
ENCPOS_1972_01,h0849,Les statuts d’une colonie génoise en Corse : Bonifacio à la fin du Moyen Âge,Bartoli,Marie-Claude,female,1972,1903,1499,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1972_01
ENCPOS_1972_02,h0233,Le prieuré de Saint-Martin-des-Champs à Paris : étude historique et archéologique,Berthier-Georgesco,Catherine,female,1972,1901,1972,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1972_02
ENCPOS_1972_03,h0249,La Madeleine de Châteaudun : étude archéologique,Bévillard,Sophie,female,1972,1901,1972,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1972_03
ENCPOS_1972_04,h0500,Les pélerinages à Jérusalem et au mont Sinaï du XIVe au XVIe siècle,Cantoni,Pauline,female,1972,1903,1599,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1972_04
ENCPOS_1972_05,h0550,Le Conseil d État sous la Restauration,Chabin,Michel,male,1972,1904,1830,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1972_05
ENCPOS_1972_06,h0693,Les plus anciennes chartes en langue française de l’Aube et de la Seine-et-Marne,Coq,Dominique,female,1972,1902,1199,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1972_06
ENCPOS_1972_07,h1482,Aspects économiques et sociaux de la vie rurale en Nivernais : la paroisse de Saint-Parize-le-Châtel au milieu du XVIIIe siècle,Guyot-Ledoux,Marie-Andrée,male,1972,1904,1799,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1972_07
ENCPOS_1972_08,h1596,Les routes de la généralité de Châlons-sur-Marne au XVIIIe siècle,Illaire,Martine,female,1972,1904,1799,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1972_08
ENCPOS_1972_09,h1926,Le cartulaire de l’abbaye de Saint-Seine : introduction historique et édition critique,"Lemps, De",Michel,male,1972,1903,1299,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1972_09
ENCPOS_1972_10,h1959,Le couvent des Grands Carmes de Toulouse (1264-1810),Lesur,Sabine,female,1972,1903,1810,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1972_10
ENCPOS_1972_11,h2084,La vie des nobles en Cornouaille à la fin de l’Ancien Régime,Maréchal,Michel,male,1972,1904,1789,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1972_11
ENCPOS_1972_12,h2144,Les notables de l’élection de Carentan (1670-1790),Mauduech,Gérard,male,1972,1904,1790,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1972_12
ENCPOS_1972_13,h2166,Le développement historique de la ville d’Amboise des origines jusqu’à la fin du XVIIIe siècle,Melet,Jacqueline,female,1972,1901,1789,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1972_13
ENCPOS_1972_14,h2256,Marle à la fin de l’Ancien Régime : étude de la société et de la vie sociale dans une petite ville de 1760 à 1789,Morelon-Péry,Dominique,female,1972,1904,1789,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1972_14
ENCPOS_1972_15,h2259,La vie économique et sociale à Ambert au XVIIIe siècle,Morin,Évelyne,female,1972,1904,1799,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1972_15
ENCPOS_1972_16,h2280,Les origines du monachisme dans le diocèse de Besançon (Ve-Xe siècle),Moyse,Gérard,male,1972,1901,999,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1972_16
ENCPOS_1972_17,h2393,Les relations des rois de France et des princes protestants allemands (1541-1559),Pariset,Jean-Daniel,male,1972,1904,1559,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1972_17
ENCPOS_1972_18,h2400,Le bestiaire héraldique au Moyen Âge,Pastoureau,Michel,male,1972,1902,1499,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1972_18
ENCPOS_1972_19,h2401,La société de la paroisse Saint-Michel de Bordeaux (vers 1470-vers 1520),Pastoureau-Laprébande,Mireille,female,1972,1904,1520,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1972_19
ENCPOS_1972_20,h2537,"Guillaume de Varye, facteur de Jacques Cœur et général des finances de Louis XI",Poulon,Marie-Édith,female,1972,1903,1456,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1972_20
ENCPOS_1972_21,h2584,Les forges des princes de Condé en Bretagne aux XVIIe et XVIIIe siècles,Ramin,Perrine,female,1972,1904,1799,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1972_21
ENCPOS_1972_22,h2781,Coutances au XVIIIe siècle : vie urbaine et administration municipale,Sanson,Marc,male,1972,1904,1799,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1972_22
ENCPOS_1972_23,h2851,"Quatre paroisses en bas Limousin au XVIIIe siècle : Allassac, Donzenac, Sadroc, Voutezac, étude économique et sociale",Soulingeas,Yves,male,1972,1904,1799,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1972_23
ENCPOS_1972_24,h2298,La Terreur dans le district de Brignoles (Var),Tilloy,Michèle,female,1972,1904,1794,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1972_24
ENCPOS_1972_NEXT,,,,,,,,,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1972_NEXT
ENCPOS_1972_PREV,,,,,,,,,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1972_PREV
ENCPOS_1973_01,h0347,Vision du monde rural à travers une seigneurie : l’abbaye de Montivilliers (1540-1660),Bottin,Jacques,male,1973,1904,1660,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1973_01
ENCPOS_1973_02,h0555,"Le chapitre cathédral de Clermont des origines à 1560. Son organisation, sa vie, ses membres",Chagny-Sève,Anne-Marie,female,1973,1901,1560,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1973_02
ENCPOS_1973_03,h0570,L’abbaye de Saint-Ouen de Rouen aux XVIIe et XVIIIe siècles. Étude d’une gestion ecclésiastique,Chantereau,Danielle,female,1973,1904,1799,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1973_03
ENCPOS_1973_04,h0577,"Sciences et techniques divinatoires au XVe siècle : Roland l’Écrivain, médecin, astrologue et géomancien",Charmasson,Thérèse,female,1973,1903,1499,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1973_04
ENCPOS_1973_05,h0648,La vie et l’organisation d’une grande paroisse parisienne : Saint-Étienne-du-Mont aux XVIe et XVIIe siècles,Clémencet,Anne,female,1973,1904,1699,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1973_05
ENCPOS_1973_06,h0703,L’habitat rural dans les bailliages de Millau et de Compeyre aux XIVe et XVe siècles,Cornède,Martine,female,1973,1903,1499,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1973_06
ENCPOS_1973_07,h0814,La mense épiscopale de Cambrai et le comte de Cambrésis (1480-1556). Étude de géographie historique,Degroise,Marie-Hélène,female,1973,1904,1556,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1973_07
ENCPOS_1973_08,h1288,Les manoirs du Perche,Desvaux,Élisabeth,female,1973,1903,1973,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1973_08
ENCPOS_1973_09,h0943,Les marchands étrangers à Rouen au XVIe siècle (vers 1520-vers 1580). Assimilation ou ségrégation ?,Douyère,Christiane,female,1973,1904,1580,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1973_09
ENCPOS_1973_10,h1019,Les cartulaires de l’Hôtel-Dieu de Provins. Édition critique,Dupraz,Dominique,female,1973,1903,1299,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1973_10
ENCPOS_1973_11,h1020,"Le Compendium Historial, d’Henri Romain. Édition du livre I",Dupré La Tour,Laurence,female,1973,1903,1475,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1973_11
ENCPOS_1973_12,h1090,Les Marguerites Hystorialles de Jehan Massue. Édition critique,Eymard,Cécile,female,1973,1904,1650,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1973_12
ENCPOS_1973_13,h1095,"La pratique des contrats de mariage chez les notaires au Châtelet de Paris de 1578 à 1583. Commentaire et publication, sous forme de fiches synoptiques, d’environ cinq cents documents originaux",Fages,Claudine,female,1973,1904,1583,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1973_13
ENCPOS_1973_14,h1256,Le premier cartulaire de l’abbaye de Pontigny. Édition critique,Garrigues-Dalas,Martine,female,1973,1903,1399,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1973_14
ENCPOS_1973_15,h1420,"Saint-Benoît de Paris. Le chapitre premier, la paroisse et l’église du xie siècle à 1854",Grisel,Denis,male,1973,1902,1854,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1973_15
ENCPOS_1973_16,h1431,Recherches sur le monde rural dans les Pays-Bas méridionaux (1480-1630),Gruzinski,Serge,male,1973,1904,1630,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1973_16
ENCPOS_1973_17,h1508,Le quartier Montorgueil dans la seconde moitié du xixe siècle. L’« Haussmannisation » et ses conséquences au niveau d’un secteur du quartier des Halles de Paris,Hautefeuille,Madeline,female,1973,1905,1899,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1973_17
ENCPOS_1973_18,h1541,Les Hospitaliers en Bas-Comminges et la commanderie de Poucharramet du XIIe au XVIe siècle,Heusse-Ducassé,Marie-Dominique,female,1973,1903,1599,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1973_18
ENCPOS_1973_19,h1888,Pauvreté et assistance dans le district de Douai sous la Révolution (1788-an V),Lefebvre,Claudine,female,1973,1904,1797,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1973_19
ENCPOS_1973_20,h1834,"Auray au XVIIIe siècle (vers 1740-1789). Étude sociale, économique et démographique",Le Goff,Armelle,female,1973,1904,1789,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1973_20
ENCPOS_1973_21,h2132,Les musiciens à Paris au milieu du XVIIe siècle (1643-1661). Institutions et condition sociale,Massip,Catherine,female,1973,1904,1661,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1973_21
ENCPOS_1973_22,h2382,Recherches sur les métiers du livre à Paris (1535-1560),Parent,Annie,female,1973,1904,1560,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1973_22
ENCPOS_1973_23,h2865,Étude d’un recueil anonyme d’exempla (compilation de la fin du XIIe siècle),Stra,Claire,female,1973,1903,1199,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1973_23
ENCPOS_1973_24,h2871,Le recrutement et la formation des officiers de Marine pendant la Restauration,Surcouf,Joël,male,1973,1904,1830,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1973_24
ENCPOS_1973_25,h2880,"Les premières chartes de l’abbaye de Silly-en-Gouffern (Orne), 1150-1250",Talabardon,Catherine,female,1973,1903,1250,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1973_25
ENCPOS_1973_26,h3076,La « Chambre de la généralle réformation des hospitaux et maladeries de France » (1612-1672),Voitel-Grenon,Geneviève,female,1973,1904,1672,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1973_26
ENCPOS_1973_NEXT,,,,,,,,,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1973_NEXT
ENCPOS_1973_PREV,,,,,,,,,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1973_PREV
ENCPOS_1974_01,h0165,La noblesse de la sergenterie de Torigni-sur-Vire au XVIIIe siècle,Bébon,Christine,female,1974,1904,1799,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1974_01
ENCPOS_1974_02,h0282,"Recherches sur l’abbé Bignon (1662-1743), académicien et bibliothécaire  du roi d’après sa correspondance",Bléchet,Françoise,female,1974,1904,1743,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1974_02
ENCPOS_1974_03,h0527,"Dominique-Catherine de Perignon, général, diplomate, homme d’État, maréchal de France (1754-1818)",Cau,Christian,male,1974,1904,1818,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1974_03
ENCPOS_1974_04,h0565,Le Briançonnais aux XIVe et XVe siècles. Aspects de la vie économique,Chanaud,Robert,male,1974,1903,1499,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1974_04
ENCPOS_1974_05,h0589,"Evolution d’un roman médiéval à travers la littérature de colportage : La Belle Hélène de Constantinople, XVIe-XIXe siècles",Chassagne-Jabiol,Annie,female,1974,1904,1899,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1974_05
ENCPOS_1974_06,h0706,"Les Politicorum sive civilis doctrinae, libri sex de Juste Lipse. Édition critique du livre IV",Coron,Antoine,male,1974,1904,1606,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1974_06
ENCPOS_1974_07,h0803,Les travaux de Paris (1814-1830). Recherches sur la politique d’urbanisme de la Ville de Paris sous la Restauration,Debofle,Pierre,male,1974,1904,1830,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1974_07
ENCPOS_1974_08,h0913,Recherches sur la police parisienne sous Louis XIV à travers l’œuvre et la carrière de Nicolas Delamare,Diament,Nicole,female,1974,1904,1715,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1974_08
ENCPOS_1974_09,h1085,Étude topographique sur les possessions de la maison du Temple à Paris (XIIe-XIVe siècles),Étienne,Geneviève,female,1974,1903,1399,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1974_09
ENCPOS_1974_10,h1104,Étude sur le Bas-Vivarais d’après les estimes de 1464,Farcis,Daniel,male,1974,1904,1464,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1974_10
ENCPOS_1974_11,h1191,La bibliothèque royale sous la Monarchie de Juillet (1830-1848),Foucaud,Jean-François,male,1974,1905,1848,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1974_11
ENCPOS_1974_12,h1400,Le haras de Pompadour et l’élevage du cheval en Limousin des origines au début du xxe siècle,Granges,Françoise,female,1974,1904,1930,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1974_12
ENCPOS_1974_13,h1508,Le quartier Montorgueil dans la seconde moitié du xixe siècle. L’« Haussmannisation » et ses conséquences au niveau d’un secteur du quartier des Halles de Paris,Hautefeuille,Madeline,female,1974,1905,1899,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1974_13
ENCPOS_1974_14,h1547,"Nice au XVIIe siècle. Economie, famille, société",Hildesheimer,Françoise,female,1974,1904,1699,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1974_14
ENCPOS_1974_15,h1674,"Marchés, marchands et marchandises à Saint-Nicolas-du-Port au XVIe siècle",Kammerer-Schweyer,Odile,female,1974,1904,1599,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1974_15
ENCPOS_1974_16,h1729,Les fermiers du fisc à Paris dans la seconde moitié du XVe siècle,Lacroix,Jean-Bernard,male,1974,1903,1499,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1974_16
ENCPOS_1974_17,h1795,Les visites pastorales de Monseigneur de la Rochefoucauld dans le diocèse de Bourges au XVIIIe siècle,Laude-Faucher,Claude,female,1974,1904,1799,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1974_17
ENCPOS_1974_18,h1890,Les plus anciennes chartes du monastère de Moissac. Édition critique,Lefebvre-Becq,Marie-Christine,female,1974,1901,1199,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1974_18
ENCPOS_1974_19,h1945,Les travaux de Paris (1830-1848). Recherches sur la politique d’urbanisme de la Ville de Paris sous la Monarchie de Juillet,Léri,Jean-Marc,male,1974,1905,1848,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1974_19
ENCPOS_1974_20,h2156,La ville de Pamiers au début du XVe siècle,Maury,René,male,1974,1903,1450,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1974_20
ENCPOS_1974_21,h2025,Le conseil privé du Sénégal de 1819 à 1854,M’baye,Saliou,female,1974,1904,1854,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1974_21
ENCPOS_1974_22,h2334,Les fortifications de terre dans la seigneurie de Toucy du Xe au XIIIe siècle,Noyé,Ghislaine,female,1974,1902,1299,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1974_22
ENCPOS_1974_23,h2419,La pénétration du livre espagnol à Paris dans la première moitié du XVIIe siècle (1598-1661),Péligry,Christian,male,1974,1904,1661,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1974_23
ENCPOS_1974_24,h2443,"La ville de Romans au milieu du XVe siècle. Aspects institutionnels, économiques et sociaux",Perrochet,Martine,female,1974,1903,1480,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1974_24
ENCPOS_1974_25,h2675,Recherches sur l’enseignement de l’histoire en France des collèges d’Ancien Régime à l’université impériale (1760-1815). Étude bibliographique,Robert,Danielle,female,1974,1904,1815,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1974_25
ENCPOS_1974_26,h2772,Étude sur l’Ancien Régime agraire. La question des biens communaux en Artois de la fin du XVIIe siècle au début du xixe siècle,Sallmann,Jean-Michel,male,1974,1904,1899,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1974_26
ENCPOS_1974_27,h2784,L’Église réformée de Sedan jusqu’au rattachement de la principauté à la France (1562-1642),Sapin-Steiner,Annick,female,1974,1904,1642,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1974_27
ENCPOS_1974_28,h2894,Recherches sur les structures sociales urbaines. Nîmes au XVIIe siècle (1598-1685),Teisseyre,Line,female,1974,1904,1685,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1974_28
ENCPOS_1974_29,h3112,Les libraires et imprimeurs parisiens dans la seconde moitié du XVIIIe siècle (1750-1789),Zéphir,Micheline,female,1974,1904,1789,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1974_29
ENCPOS_1974_NEXT,,,,,,,,,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1974_NEXT
ENCPOS_1975_01,h0238,Recherches sur l’édition et les milieux littéraires parisiens en 1644,Bertrand,Anne-Marie,female,1975,1904,1644,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1975_01
ENCPOS_1975_02,h0280,Recherches sur les censeurs royaux au temps de Malesherbes (1750-1763),Blangonnet,Catherine,female,1975,1904,1763,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1975_02
ENCPOS_1975_03,h0940,La Chartreuse du Val-Dieu au Perche. Son chartrier et son domaine jusqu’à la fin du XIIIe siècle,Cagniant,Geneviève,female,1975,1901,1299,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1975_03
ENCPOS_1975_04,h0517,Le Conseil général des hospices civils de Paris et les secours publics (1801-1830),Cassaigne,Florence-Ella,female,1975,1904,1830,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1975_04
ENCPOS_1975_05,h0521,L’essor de la bourgeoisie dans une petite ville de basse Bretagne. Pontrieux au XVIIIe siècle,Castel,Alain,male,1975,1904,1799,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1975_05
ENCPOS_1975_06,h0625,Les traductions de la Règle de saint Benoît en ancien occitan,Cheynet,Pierre-Dominique,male,1975,1902,1499,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1975_06
ENCPOS_1975_07,h2628,"La chancellerie et les actes de Eudes IV, duc de Bourgogne (1315-1349)",Courtel,Anne-Lise,female,1975,1903,1349,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1975_07
ENCPOS_1975_08,h0784,L’église Saint-Nicolas-des-Champs à Paris. Étude historique et archéologique,Dargaud,Michel,male,1975,1903,1699,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1975_08
ENCPOS_1975_09,h0948,Les finances municipales de Marseille dans la seconde moitié du XIVe siècle,Droguet,Alain,male,1975,1903,1399,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1975_09
ENCPOS_1975_10,h1173,L’abbaye de Saint-Lucien de Beauvais. Étude historique et archéologique,Fons,Claire,female,1975,1901,1975,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1975_10
ENCPOS_1975_11,h1188,Le règne de Jean le Bon dans les histoires de France du XIVe au XVIe siècle. Essai d’historiographie,Fossier,François,male,1975,1903,1599,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1975_11
ENCPOS_1975_12,h1424,"Corneille de La Haye, peintre de Lyon","Groër, De",Anne,female,1975,1904,1574,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1975_12
ENCPOS_1975_13,h1446,Grammaire et culture profane à Fleury au Xe siècle. Les Quaestiones grammaticales d’Abbon de Fleury,Guerreau-Jalabert,Anita,female,1975,1902,999,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1975_13
ENCPOS_1975_14,h1479,Le traité  De Avaricia extrait de la Summa de Viciis de Guillaume Peyraut. Édition critique partielle et commentaire,Gutowski,Catherine,female,1975,1903,1275,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1975_14
ENCPOS_1975_15,h1579,Contribution à l’étude des lapidaires anonymes en prose française (fin du XIIIe-fin du XVe siècle),Hue,Françoise,female,1975,1903,1499,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1975_15
ENCPOS_1975_16,h1669,"La région de Bignan sous l’Ancien Régime (1660-1789). Démographie, économie et société",Jurbert,Odile,female,1975,1904,1789,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1975_16
ENCPOS_1975_17,h1673,Les curés de campagne en Franche-Comté au XVIIIe siècle,Kaminski-Parisot De Bernecourt,Anne-Marie,female,1975,1904,1799,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1975_17
ENCPOS_1975_18,h1892,Les plus anciennes chartes en langue française conservées dans le département du Doubs (1233-1261),Lefèvre,Martine,female,1975,1903,1261,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1975_18
ENCPOS_1975_19,h2001,Les tentatives de réformes de l’Hôtel-Dieu de Paris à la fin du XVIIIe siècle,Lorang,Marie-Christine,female,1975,1904,1799,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1975_19
