id_these;ID_hackathon_auteur;titre;nom_auteur;prenom_auteur;genre_auteur;annee_promo;sujet_date_min;sujet_date_max;url;id_hackaton;Places
ENCPOS_1958_13;h1878;Étude du personnel de la chambre des comptes de Lille sous les ducs de Bourgogne;Leclercq;Francine;female;1958;1903;1477;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1958_13;h1878;de Lille
ENCPOS_1958_14;h2106;Matelots et soldats des vaisseaux du roi (département de Rochefort, 1691-1697);Martel, De;Marie-Thérèse;female;1958;1904;1697;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1958_14;h2106;département de Rochefort
ENCPOS_1958_15;h2350;Recherches sur l’agriculture en Sologne au XVIIIe siècle;Orléans, D’;Jacques;male;1958;1904;1799;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1958_15;h2350;Sologne
ENCPOS_1958_16;h2369;Recherches sur le Bonum universale de apibus de Thomas de Cantimpré, suivies de l’édition des exempla d’après la traduction française faite pour Charles V en 1372;Palewska;Marie-Ange;female;1958;1903;1372;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1958_16;h2369;Bonum
ENCPOS_1958_17;h2612;Catalogues des actes de l’abbaye Saint-Jean-des-Vignes de Soissons depuis sa fondation (1076) jusqu’en 1267;Renaudin;Madeleine;female;1958;1902;1267;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1958_17;h2612;abbaye Saint-Jean-des-Vignes de Soissons
ENCPOS_1958_20;h3040;Les scriptoria d’Angers au xie siècle;Vezin;Jean;male;1958;1902;1099;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1958_20;h3040;Angers
ENCPOS_1958_21;h3074;Recherches sur les représentations scéniques de la crèche et les chants de la Nativité en Ukraine au XVIIIe siècle et leur expansion;Vodoff;Wladimir;male;1958;1904;1799;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1958_21;h3074;Ukraine
ENCPOS_1959_01;h0196;Les soulèvements populaires dans le sud-ouest de la France sous le règne de Louis XIII;Bercé;Yves-Marie;male;1959;1904;1643;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1959_01;h0196;France
ENCPOS_1959_04;h0736;La vigne dans la partie méridionale de l’ancien diocèse de Lausanne au Moyen Âge;Courtieu-Capt;Anne-Marie;female;1959;1901;1499;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1959_04;h0736;diocèse de Lausanne
ENCPOS_1959_05;h0781;La vie économique et sociale dans la seigneurie de Delle sous l’administration de Mazarin (1658-1789);Daniel-Feltin;Chantal;female;1959;1904;1789;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1959_05;h0781;Delle
ENCPOS_1959_06;h1242;Les possessions et les prieurés de l’abbaye de Marmoutier du Xe au XIIIe siècle;Gantier;Odile;female;1959;1902;1299;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1959_06;h1242;abbaye de Marmoutier du Xe
ENCPOS_1959_07;h1261;Le diocèse de Sens à la fin du Moyen Âge d’après les registres de visites;Gasnault-Beis;Marie-Claire;female;1959;1903;1499;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1959_07;h1261;diocèse de Sens
ENCPOS_1959_08;h1510;Catalogue des actes des évêques de Cambrai antérieurs à 1167;Hayez;Michel;male;1959;1899;1167;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1959_08;h1510;Cambrai
ENCPOS_1959_09;h1733;Les recherches historiques en Gascogne au XVIIIe siècle : Jean-Baptiste Larcher et ses émules;Lafforgue;Annie;female;1959;1904;1799;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1959_09;h1733;Gascogne
ENCPOS_1959_10;h2301;Arresta lata in Parlamento, décisions notables du Parlement de Paris recueillies par un praticien anonyme entre 1371 et 1376;Naud;Gérard;male;1959;1903;1376;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1959_10;h2301;Paris
ENCPOS_1959_11;h2389;Le temporel de l’abbaye de Saint-Germain d Auxerre des origines au milieu du XIIIe siècle;Parguez;Guy;male;1959;1902;1280;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1959_11;h2389;abbaye de Saint-Germain d
ENCPOS_1959_13;h2831;Les défenses militaires du Perche du Xe au XIIIe siècle;Siguret;Philippe;male;1959;1902;1299;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1959_13;h2831;Perche
ENCPOS_1960_01;h0107;Étude sur l’œuvre de restauration financière de Sully, 1596-1610;Barbiche;Bernard;male;1960;1904;1610;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1960_01;h0107;Sully
ENCPOS_1960_04;h1315;La monnaie de Saint-Quentin au temps de Charles VI et de Charles VII (1385-vers 1447);Giard;Jean-Baptiste;male;1960;1903;1447;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1960_04;h1315;Saint-Quentin
ENCPOS_1960_05;h1411;Le temporel de l’abbaye de Fontevrault dans le Haut-Poitou des origines à la réforme du XVe siècle;Greleir;Françoise;female;1960;1903;1499;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1960_05;h1411;abbaye de Fontevrault
ENCPOS_1960_05;h1411;Le temporel de l’abbaye de Fontevrault dans le Haut-Poitou des origines à la réforme du XVe siècle;Greleir;Françoise;female;1960;1903;1499;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1960_05;h1411;Haut-Poitou
ENCPOS_1960_06;h1499;Étude sur la forêt de Compiègne depuis la réformation de Colbert jusqu’à la Révolution;Harlé-D’Ophove;Monique;female;1960;1904;1789;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1960_06;h1499;forêt de Compiègne
ENCPOS_1960_08;h1666;Le commerce du bois de chauffage à Paris au XVIe siècle avant le flottage;Jullien-Charels;Claude;female;1960;1904;1599;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1960_08;h1666;Paris
ENCPOS_1960_10;h1944;Recherches sur les confréries de métiers à Rouen du XIIIe au XVe siècle;Lereboullet;Christiane;female;1960;1903;1499;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1960_10;h1944;Rouen
ENCPOS_1960_11;h2096;Les comtes de Bourgogne de la maison de Souabe : contribution à l’histoire bourguignonne  des Hohenstaufen;Mariotte;Jean-Yves;male;1960;1903;1208;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1960_11;h2096;comtes de Bourgogne
ENCPOS_1960_11;h2096;Les comtes de Bourgogne de la maison de Souabe : contribution à l’histoire bourguignonne  des Hohenstaufen;Mariotte;Jean-Yves;male;1960;1903;1208;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1960_11;h2096;Souabe
ENCPOS_1960_12;h2271;Le « sel du Rhône » au Moyen Âge;Moulinier;Pierre;male;1960;1901;1499;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1960_12;h2271;Rhône 
ENCPOS_1960_14;h2488;Étude sur l’histoire économique et sociale d’Ajaccio aux XVIe et XVIIe siècles;Pinzuti;Noël;male;1960;1904;1699;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1960_14;h2488;Ajaccio
ENCPOS_1960_15;h2636;Saint-Pierre-et-Miquelon et la rivalité franco-anglaise à Terre-Neuve au XVIIIe siècle;Ribault;Jean-Yves;male;1960;1904;1799;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1960_15;h2636;Saint-Pierre-et-Miquelon
ENCPOS_1960_15;h2636;Saint-Pierre-et-Miquelon et la rivalité franco-anglaise à Terre-Neuve au XVIIIe siècle;Ribault;Jean-Yves;male;1960;1904;1799;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1960_15;h2636;Terre
ENCPOS_1960_16;h3085;Histoire des dépendances de l’abbaye de Saint-Bertin du VIIe à la fin du Xe siècle;Waksman;Bernard;male;1960;1901;999;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1960_16;h3085;abbaye de Saint-Bertin du VIIe
ENCPOS_1960_17;h3119;Les routes en Haute-Alsace à la fin de Moyen Âge;Zundel;Anne;female;1960;1903;1499;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1960_17;h3119;Haute-Alsace
ENCPOS_1961_01;h0574;Les châteaux du Berry du Xe au XIVe siècle;Chapu;Philippe;male;1961;1902;1399;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1961_01;h0574;Berry du Xe
ENCPOS_1961_02;h0601;L’histoire sociale de la Martinique de 1635 à 1715;Chauleau;Liliane;female;1961;1904;1715;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1961_02;h0601;Martinique
ENCPOS_1961_03;h0713;La vie rurale en Revermont du milieu du XIVe siècle à la fin du XVe siècle;Cotton;Françoise;female;1961;1903;1499;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1961_03;h0713;Revermont
ENCPOS_1961_05;h1238;L’industrie papetière en France au XVIIIe siècle : étude économique d’après les archives du Contrôle général des finances et des Intendances;Gambier;Alix;female;1961;1904;1799;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1961_05;h1238;France
ENCPOS_1961_05;h1238;L’industrie papetière en France au XVIIIe siècle : étude économique d’après les archives du Contrôle général des finances et des Intendances;Gambier;Alix;female;1961;1904;1799;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1961_05;h1238;Contrôle général des finances et des
ENCPOS_1961_07;h1543;L’industrie du sel en Lorraine du IXe siècle au début du XVIIe siècle;Hiegel;Charles;male;1961;1902;1699;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1961_07;h1543;Lorraine
ENCPOS_1961_09;h1734;Évolution politique et sociale de la ville de Nîmes de la fin du XIIIe siècle à la fin du XIIIe siècle (1272-1390);Lafon;Marie-Antoinette;female;1961;1903;1390;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1961_09;h1734;de Nîmes
ENCPOS_1961_10;h2200;Le commerce du vin à Paris au XVIe siècle (1515-1577);Michel-Mulliez;Marie-Edmée;female;1961;1904;1577;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1961_10;h2200;Paris
ENCPOS_1961_11;h2390;Les éditions de Sophocle en Europe occidentale au XVIe siècle;Parichet;Jacques;male;1961;1904;1599;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1961_11;h2390;Europe
ENCPOS_1961_13;h2496;La vie municipale à Colmar aux XIIIe et XIVe siècles;Playoust;Pierre-Yves;male;1961;1903;1399;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1961_13;h2496;Colmar
ENCPOS_1961_15;h2720;Les jubés des églises de Bretagne;Rouault;Madeleine;female;1961;1902;1499;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1961_15;h2720;Bretagne
ENCPOS_1961_16;h2834;La vie économique et sociale à Caen de 1381 à 1416;Simon;Nicole;female;1961;1903;1416;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1961_16;h2834;Caen
ENCPOS_1961_17;h2875;La tenure en parage dans les coutumes de l’ouest (Normandie, Touraine-Maine-Anjou et Bretagne) aux XIIe et XIIIe siècles;Sy;Seydou;female;1961;1903;1299;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1961_17;h2875;Normandie
ENCPOS_1961_17;h2875;La tenure en parage dans les coutumes de l’ouest (Normandie, Touraine-Maine-Anjou et Bretagne) aux XIIe et XIIIe siècles;Sy;Seydou;female;1961;1903;1299;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1961_17;h2875;Touraine
ENCPOS_1961_17;h2875;La tenure en parage dans les coutumes de l’ouest (Normandie, Touraine-Maine-Anjou et Bretagne) aux XIIe et XIIIe siècles;Sy;Seydou;female;1961;1903;1299;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1961_17;h2875;Bretagne
ENCPOS_1961_18;h2972;Le port et la ville de Cherbourg au XVIIIe siècle;Tyl;Gillette;female;1961;1904;1799;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1961_18;h2972;Cherbourg
ENCPOS_1962_01;h0010;Les artisan décorateurs du bois au faubourg Saint-Antoine, sous le règne de Louis XIV, d’après les minutes des notaires parisiens;Alcouffe;Daniel;male;1962;1904;1715;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1962_01;h0010;Saint-Antoine
ENCPOS_1962_04;h0228;Les protestants du Moyen-Poitou sous le régime de l’Édit de Nantes (1598-1685);Bertheau;Solange;female;1962;1904;1685;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1962_04;h0228;Moyen-Poitou
ENCPOS_1962_05;h0254,h1578;Le comté de Bar après le traité de Bruges : la politique du comte Edouard Ier (1302-1336);Bichelonne;Françoise;female;1962;1903;1336;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1962_05;h0254,h1578;comté de Bar
ENCPOS_1962_08;h0672;Châteaux et forteresses au Moyen Âge dans la région de Nancy;Collin;Hubert;male;1962;1902;1499;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1962_08;h0672;Nancy
ENCPOS_1962_10;h1298;Les biens nationaux dans le district de Baugé (Maine-et-Loire);Geoffroy;André;male;1962;1904;1801;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1962_10;h1298;Baugé
ENCPOS_1962_10;h1298;Les biens nationaux dans le district de Baugé (Maine-et-Loire);Geoffroy;André;male;1962;1904;1801;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1962_10;h1298;Maine-et-Loire
ENCPOS_1962_12;h1392;L’administration forestière de la fin de l’Ancien Régime à la réorganisation consulaire, spécialement dans l’arrondissement forestier de Fontainebleau;Mesnil;Marie-Noëlle;female;1962;1904;1804;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1962_12;h1392;arrondissement forestier de Fontainebleau
ENCPOS_1962_13;h2295;La mise en valeur de l’île de Tobago (1763-1793);Nardin;Jean-Claude;male;1962;1904;1793;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1962_13;h2295;Tobago
ENCPOS_1962_14;h2495;La vie religieuse dans le diocèse de Boulogne à la veille de la Révolution (1725-1790);Playoust-Chaussis;Arlette;female;1962;1904;1790;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1962_14;h2495;diocèse de Boulogne
ENCPOS_1962_15;h2724;Rôle politique et réglementaire du Parlement de Bordeaux sous le règne de Henri III (1574-1582);Roudière-Dejan;Simone;female;1962;1904;1582;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1962_15;h2724;Bordeaux
ENCPOS_1962_19;h3022;La navigation sur la Saône aux XVIIe et XVIIIe siècles;Verdure;Nicole;female;1962;1904;1799;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1962_19;h3022;la Saône
ENCPOS_1962_20;h2778;Le clavecin à Paris. Sa facture et son rôle dans la vie sociale à l’époque classique;Verlet;Colombe;female;1962;1904;1789;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1962_20;h2778;Paris
ENCPOS_1963_01;h0080;Les prieurés de l’abbaye de Saint-Martial de Limoges;Avisseau;Jean-Paul;male;1963;1902;1791;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1963_01;h0080;Saint-Martial
ENCPOS_1963_01;h0080;Les prieurés de l’abbaye de Saint-Martial de Limoges;Avisseau;Jean-Paul;male;1963;1902;1791;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1963_01;h0080;Limoges
ENCPOS_1963_02;h0079;L’hôpital Saint-Antoine de la Charité de Pontorson (1644-1792);Avisseau-Roussat;Hélène;female;1963;1904;1792;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1963_02;h0079;hôpital Saint-Antoine
ENCPOS_1963_03;h0081;La décoration des manuscrits dans les abbayes bénédictines de Normandie aux xie et XIIe siècles;Avril;François;male;1963;1902;1199;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1963_03;h0081;abbayes bénédictines de Normandie
ENCPOS_1963_04;h0082;Le renouvellement des icônes en Russie aux XVIe et XVIIe siècles;Avril-Lossky;Marie;female;1963;1904;1699;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1963_04;h0082;Russie
ENCPOS_1963_05;h2143;Forts et postes de commerce en Nouvelle-France au XVIIIe siècle (1713-1763);Baudouin;Marie-Noëlle;female;1963;1904;1763;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1963_05;h2143;Nouvelle-France
ENCPOS_1963_06;h0682;Recherches démographiques dans la châtellenie d’Aiguebelle d’après les comptes de subside de 1333 à 1450;Commanay-Agnès;Colette;female;1963;1903;1450;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1963_06;h0682;Recherches
ENCPOS_1963_06;h0682;Recherches démographiques dans la châtellenie d’Aiguebelle d’après les comptes de subside de 1333 à 1450;Commanay-Agnès;Colette;female;1963;1903;1450;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1963_06;h0682;Aiguebelle
ENCPOS_1963_08;h0983;La bibliothèque et le scriptorium de Moissac;Dufour;Jean;male;1963;1901;1499;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1963_08;h0983;Moissac
ENCPOS_1963_10;h1123;Hambourg et la France de 1661 à 1716 et le rôle des Bidal d’Asfeld;Fayard;Janine;female;1963;1904;1716;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1963_10;h1123;Hambourg
ENCPOS_1963_11;h1226;L’architecture de l’ordre de Grandmont;Gaborit;Jean-René;male;1963;1902;1772;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1963_11;h1226;Grandmont
ENCPOS_1963_12;h1389;Les quolibets I et XIV de Gérard d Abbeville, maître en théologie au XIIIe siècle : édition, avec introduction et commentaire;Grand;Philippe;male;1963;1903;1272;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1963_12;h1389;I
ENCPOS_1963_14;h1725;Le duché de Montpensier (1559-1789);Lacour;Jacques;male;1963;1904;1789;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1963_14;h1725;duché de Montpensier
ENCPOS_1963_15;h1983;Le général Bourcet et la géographie des Alpes, 1748-1760;Limacher;Pierrette;female;1963;1904;1760;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1963_15;h1983;Alpes
ENCPOS_1963_16;h2056;L’office divin à Cluny et l’ordinaire de Raymond de Cadoène (1410);Mallison;Wolfram;male;1963;1903;1410;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1963_16;h2056;Cluny
ENCPOS_1963_17;h2155;Herbiers en français du XVe siècle : le Livre des simples médecines et le Grand herbier en francoys;Maury;Cécile;female;1963;1903;1499;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1963_17;h2155;Grand herbier
ENCPOS_1963_19;h2538;Étude sur les fortifications de Charles V à Paris;Poupardin;Claire;female;1963;1903;1370;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1963_19;h2538;Paris
ENCPOS_1963_20;h2724;Rôle politique du Parlement de Bordeaux sous le règne de Henri III de 1574 à 1582;Roudière-Dejean;Simone;female;1963;1904;1582;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1963_20;h2724;Bordeaux
ENCPOS_1963_21;h3042;Les comtes de Forez et la frontière auvergnate de leur comté (1173-1372);Viallard;Éliane;female;1963;1903;1372;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1963_21;h3042;comtes de Forez
ENCPOS_1963_22;h3094;Le patriciat de Strasbourg à la fin du Moyen Âge;Weill;Georges;male;1963;1903;1499;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1963_22;h3094;patriciat de Strasbourg
ENCPOS_1964_01;h0315;La population de Sceaux de 1609 à 1749;Bondeelle-Souchier;Anne;female;1964;1904;1749;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1964_01;h0315;Sceaux
ENCPOS_1964_02;h0329;François de Dinteville, évêque d’Auxerre et ambassadeur de François Ier à Rome (1498-1554);Bonnin;Françoise;female;1964;1904;1554;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1964_02;h0329;Auxerre
ENCPOS_1964_02;h0329;François de Dinteville, évêque d’Auxerre et ambassadeur de François Ier à Rome (1498-1554);Bonnin;Françoise;female;1964;1904;1554;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1964_02;h0329;Rome
ENCPOS_1964_05;h0417,h1069;Funérailles et sépultures royales en France de la fin du viiie siècle à 1285;Brandenburg;Alain;male;1964;1901;1285;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1964_05;h0417,h1069;Funérailles
ENCPOS_1964_05;h0417,h1069;Funérailles et sépultures royales en France de la fin du viiie siècle à 1285;Brandenburg;Alain;male;1964;1901;1285;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1964_05;h0417,h1069;France
ENCPOS_1964_06;h0501;Le cartulaire de l’abbaye de Signy au diocèse de Reims, ordre de Cîteaux;Canut;Françoise;female;1964;1903;1499;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1964_06;h0501;abbaye de Signy
ENCPOS_1964_06;h0501;Le cartulaire de l’abbaye de Signy au diocèse de Reims, ordre de Cîteaux;Canut;Françoise;female;1964;1903;1499;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1964_06;h0501;Reims
ENCPOS_1964_07;h0681;L’alliance franco-autrichienne sous les ministères de Choiseul (1756-1770);Combet;Marie-Thérèse;female;1964;1904;1770;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1964_07;h0681;Choiseul
ENCPOS_1964_08;h1016;Les protestants de Florac de la révocation de l’Édit de Nantes à l’Édit de tolérance (1685-1787);Dupouy;Lise;female;1964;1904;1787;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1964_08;h1016;Florac
ENCPOS_1964_09;h1174;Présence française dans l’empire ottoman au XVIIIe siècle : le baron de Tott (1733-1793);Font-Réaulx, De;Anne;female;1964;1904;1793;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1964_09;h1174;empire ottoman
ENCPOS_1964_10;h1298;La vente des biens nationaux dans le canton de Baugé. L’enquête de 1701 sur l’état de la librairie dans le royaume;Geoffroy;André;male;1964;1904;1801;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1964_10;h1298;Baugé
ENCPOS_1964_12;h1988;Documents linguistiques du Comminges et du Couserans;Lingua De Saint-Blanquat, De;Agnès;female;1964;1902;1499;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1964_12;h1988;Comminges
ENCPOS_1964_12;h1988;Documents linguistiques du Comminges et du Couserans;Lingua De Saint-Blanquat, De;Agnès;female;1964;1902;1499;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1964_12;h1988;Couserans
ENCPOS_1964_13;h2136;La fin de la présence militaire gênoise en Crimée d’après les archives gênoises (1453-1475);Massot;Mireille;female;1964;1903;1475;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1964_13;h2136;Crimée
ENCPOS_1964_14;h2212;Les protestants en Aunis et en Saintonge de la révocation de l Édit de Nantes à l’Édit de tolérance;Miot;Francine;female;1964;1904;1699;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1964_14;h2212;Aunis
ENCPOS_1964_14;h2212;Les protestants en Aunis et en Saintonge de la révocation de l Édit de Nantes à l’Édit de tolérance;Miot;Francine;female;1964;1904;1699;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1964_14;h2212;Saintonge
ENCPOS_1964_15;h2444;Catalogue des plus anciens actes concernant le temporel français de Saint-Evroult (1050-1214);Perrot;Serge;male;1964;1902;1214;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1964_15;h2444;Saint-Evroult
ENCPOS_1964_16;h2511;La connaissance de la Chine en France au XVIIe siècle;Poisle;Danielle;female;1964;1904;1699;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1964_16;h2511;la Chine
ENCPOS_1964_16;h2511;La connaissance de la Chine en France au XVIIe siècle;Poisle;Danielle;female;1964;1904;1699;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1964_16;h2511;France
ENCPOS_1964_18;h2594;L’île de France de 1789 à 1803;Rasoharinoro;;female;1964;1904;1803;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1964_18;h2594;île de France
ENCPOS_1965_01;h0430;Les rapports diplomatiques de la France et de l’Angleterre après le traité de Paris (1763-1770);Brincard;Henri;male;1965;1904;1770;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1965_01;h0430;France
ENCPOS_1965_01;h0430;Les rapports diplomatiques de la France et de l’Angleterre après le traité de Paris (1763-1770);Brincard;Henri;male;1965;1904;1770;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1965_01;h0430;Angleterre
ENCPOS_1965_04;h1144;Les enquêtes de 1339 en Dauphiné et en Faucigny, intérêt démographique;Fierro;Alfred;male;1965;1903;1339;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1965_04;h1144;Dauphiné
ENCPOS_1965_04;h1144;Les enquêtes de 1339 en Dauphiné et en Faucigny, intérêt démographique;Fierro;Alfred;male;1965;1903;1339;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1965_04;h1144;Faucigny
ENCPOS_1965_05;h1519;L’intendant général de marine François d’Usson de Bonrepaus et sa carrière jusqu’au bombardement de Gênes (1644-1684);Henrat;Philippe;male;1965;1904;1684;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1965_05;h1519;Gênes
ENCPOS_1965_06;h1599;Les célestins de Paris,  étude historique et archéologique;Isaac;Françoise;female;1965;1903;1667;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1965_06;h1599;Paris
ENCPOS_1965_07;h1858;L’influence française en Bretagne (1213-1341) et les institutions privées bretonnes;Le Roy;Nicole;female;1965;1903;1341;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1965_07;h1858;Bretagne
ENCPOS_1965_08;h2345;Documents linguistiques de la Picardie orientale (1214-1350);Ollivier;Françoise;female;1965;1903;1350;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1965_08;h2345;Picardie
ENCPOS_1965_10;h2583;Documents linguistiques du Lauragais;Ramière;Arnaud;male;1965;1902;1499;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1965_10;h2583;Lauragais
ENCPOS_1965_11;h2954;Recueil des plus anciens actes de l’abbaye d’Yerres (1132-1265);Tran-Thuan-Biausse;Odile;female;1965;1903;1265;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1965_11;h2954;abbaye d'Yerres
ENCPOS_1965_12;h2960;Le cartulaire de Montfaucon en Franche-Comté;Tribolet-Hardy, De;Maurice;male;1965;1903;1499;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1965_12;h2960;Montfaucon
ENCPOS_1966_03;h0844;Le chancelier Jacques Angeli et la médecine à Montpellier au milieu du XVe siècle;Delmas;Bruno;male;1966;1903;1499;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1966_03;h0844;Montpellier
ENCPOS_1966_04;h0906;Les sceaux des dames jusqu’en 1350, spécialement en Île-de-France;Deurbergue;Maria;female;1966;1902;1350;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1966_04;h0906;Île-de-France
ENCPOS_1966_05;h0944;Les couvents des minimes à Paris;Dresch;Odile;female;1966;1904;1789;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1966_05;h0944;Paris
ENCPOS_1966_07;h1105;Le rôle militaire de Nantes sous le gouvernement du duc de Mercœur (1582-1598);Fardet;Marc;male;1966;1904;1598;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1966_07;h1105;Nantes
ENCPOS_1966_08;h2629;La chancellerie d’Humbert II, dauphin de Viennois (1333-1349);Guttinger;Chantal;female;1966;1903;1349;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1966_08;h2629;Viennois
ENCPOS_1966_09;h2683;L’ordre de Saint-Jean-de-Jérusalem dans le sud-est de la France de 1312 à 1373;Hollard;Claude-France;female;1966;1903;1373;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1966_09;h2683;Saint-Jean-de-Jérusalem
