,Unamed,Places,latitude,longitude,Lieux
313,421,Macao,22.1757605,113.5514142,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_2007_13"" target=""_blank"">Napoléon François Libois. Procureur de la société des Missions Étrangères de Paris à Macao et Hong Kong (1837-1866)</a></i>"
314,422,Madrid,40.4167047,-3.7035825,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_2013_11"" target=""_blank"">Entre Rome et Madrid, un réformateur janséniste dans l’Europe méditerranéenne : correspondances et voyages d'un intermédiaire culturel, l'abbé Jean-Charles Augustin Clément (1754-1771)</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1908_15"" target=""_blank"">Le sieur de Longlée, résident de France à Madrid et les relations officielles de la France et de l’Espagne de 1583 à 1589</a></i>"
315,423,Maillebois,48.6282679,1.148971,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1909_05"" target=""_blank"">Maillebois et l’insurrection corse (1739-1742)</a></i>"
316,425,Maine-Et-Loire,47.38863045,-0.3909097146387368,
317,427,Malesherbes,48.2865494,2.3972819567297945,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_2010_28"" target=""_blank"">Le bailliage de Malesherbes pratiques et évolutions d’une justice seigneuriale au XVIIe siècle (1630-1700).</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_2008_01"" target=""_blank"">Les carnets de voyage de Malesherbes. Étude et édition critique</a></i>"
318,428,Manche,49.0918952,-1.245495239409072,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1971_11"" target=""_blank"">Les noms de lieu du canton de Beaumont-Hague (Manche)</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1935_22"" target=""_blank"">Les églises des XIIIe et XIVe siècles dans le département de la Manche</a></i>"
319,430,Manosque,43.8338026,5.7826657,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1946_18"" target=""_blank"">La commanderie de l’Hospital de Saint-Jean-de-Jérusalem à Manosque</a></i>"
320,431,Mans,48.0073849,0.1967849,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1895_04"" target=""_blank"">Hildebert de Lavardin, évêque du Mans, archevêque de Tours (1056-1133) . Sa vie, ses lettres</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1910_17"" target=""_blank"">Les réformes et les origines de la Ligue dans le Maine et principalement dans la ville du Mans</a></i>"
321,432,Mantes,43.1467407,-0.3189166,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1968_19"" target=""_blank"">Le péage par eau de la ville de Mantes dans la première moitié du XVe siècle</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1928_09"" target=""_blank"">Étude sur la commune de Mantes des origines à 1551</a></i>"
322,433,Mantoue,45.1692628,10.670836515673878,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1912_08"" target=""_blank"">Louis de Gonzague, prince de Mantoue, duc de Nevers (1539-1595). Sa vie et ses écrits jusqu’en 1590</a></i>"
323,435,Marle,49.74,3.7713889,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1972_14"" target=""_blank"">Marle à la fin de l’Ancien Régime : étude de la société et de la vie sociale dans une petite ville de 1760 à 1789</a></i>"
324,436,Marly,50.3500747,3.5435909,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_2011_14"" target=""_blank"">« Après qu’il s’est assemblé marchands fripiers, tapissiers, revendeurs et autres citoyens » Étude institutionnelle des ventes révolutionnaires du mobilier royal. Versailles, Marly, Saint-Cloud, Bellevue (1793-1795)</a></i>"
325,437,Marmoutier,48.6904394,7.381985,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1944_07"" target=""_blank"">Le rôle économique et social des prieurés angevins de Marmoutier. Étude suivie de l’édition du cartulaire de Saint-Pierre de Chemillé</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1959_06"" target=""_blank"">Les possessions et les prieurés de l’abbaye de Marmoutier du Xe au XIIIe siècle</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1901_11"" target=""_blank"">Histoire de l’abbaye de Marmoutier jusqu’au xie siècle</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1907_05"" target=""_blank"">Les actes de l’abbaye de Marmoutier jusque vers le milieu du XIIe siècle</a></i>"
326,438,Maroc,31.1728205,-7.3362482,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1977_10"" target=""_blank"">Le Maroc et ses relations avec la France de l’expédition d’Égypte à la prise d’Alger (1798-1830)</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1970_22"" target=""_blank"">La France et le Maroc de la fin du XVIIe siècle au traité de paix de 1767</a></i>"
327,439,Marseille,43.2961743,5.3699525,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1942_03"" target=""_blank"">Le corps et communauté des patrons-pêcheurs de Marseille, des origines à la Révolution</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1949_27"" target=""_blank"">Les privilèges de la ville de Marseille, des origines à la fin de l’Ancien Régime</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1975_09"" target=""_blank"">Les finances municipales de Marseille dans la seconde moitié du XIVe siècle</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_2011_10"" target=""_blank"">Vivre la liturgie dans la cathédrale de Marseille au XIVe siècle. Édition et étude de l’ordinaire de la Major</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_2009_09"" target=""_blank"">Les sociétés Chauvet. Négoce et révolutions entre Marseille et les Antilles (1785-1805)</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1970_03"" target=""_blank"">Aspects juridiques et sociaux de l’histoire de Marseille au XIVe siècle d’après les registres de la Cour du Palais et des Cours des Appellations</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1950_10"" target=""_blank"">La formation du temporel de l’abbaye Saint-Victor-de-Marseille</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1882_03"" target=""_blank"">Étude sur les actes de notaires à Marseille à la fin du XIVe siècle et au commencement du XVe (1378-1407), d’après une collection de registres conservés à la Bibliothèque nationale</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1933_13"" target=""_blank"">Essai sur le port de Marseille des origines à la fin du XIIIe siècle</a></i>"
328,440,Martinique,14.6367927,-61.01582685063731,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1930_11"" target=""_blank"">Le développement économique de la Martinique de 1635 à 1763</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1961_02"" target=""_blank"">L’histoire sociale de la Martinique de 1635 à 1715</a></i>"
329,443,Maurepas,49.9905624,2.8478956,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1997_28"" target=""_blank"">Les capitaines de vaisseau promus sous le ministère de Maurepas (1723-1749)</a></i>"
330,444,Mayence,50.0012314,8.2762513,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1999_32"" target=""_blank"">La prédication de Prévôtin de Crémone : édition des sermons de Mayence et de Paris</a></i>"
331,445,Meaux,48.9582708,2.8773541,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1894_04"" target=""_blank"">Étude sur l’architecture religieuse aux xie et XIIe siècles dans l’ancien diocèse de Meaux</a></i>"
332,446,Melle,44.54763345,7.309759422961077,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1950_15"" target=""_blank"">Recherches sur le pagus, la viguerie et la châtellenie de Melle (Xe-XVe siècle)</a></i>"
333,447,Melun,48.539927,2.6608169,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1987_04"" target=""_blank"">La réalité pénitentiaire perçue au travers de trois maisons centrales (Melun, Poissy, Eysses) durant la première moitié du xixe siècle</a></i>"
334,448,Mende,44.5180226,3.4991057,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_2011_20"" target=""_blank"">Le Gévaudan sous l’empire du roi. Le sens politique du procès et du paréage entre l’évêque de Mende et le roi de France (1269-1307)</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1984_14"" target=""_blank"">Les fugitifs huguenots du diocèse de Mende (1685-1699)</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1932_12"" target=""_blank"">Étude sur le chapitre cathédral de Mende</a></i>"
335,449,Mendoza,-34.78709305,-68.43818677312292,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1898_15"" target=""_blank"">La bibliothèque de don Inigo Lopez de Mendoza, marquis de Santillane. Contribution à l’étude de l’érudition en Espagne au XVe siècle</a></i>"
336,450,Menne,51.5212342,9.1210912,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1998_19"" target=""_blank"">Les saints enfants de Baccius en Lientrude : Élophe et Euchaire, Libaire, Menne, Suzanne, Ode et Gontrude. Étude littéraire, historique et iconographique d’un culte de saints lorrains, du IVe siècle à nos jours</a></i>"
337,451,Metz,49.1196964,6.1763552,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1873_03"" target=""_blank"">Essai sur l’industrie et le commerce à Metz du XIVe au XVIe siècle</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_2006_03"" target=""_blank"">Le nécrologe du livre du chapitre de l’abbaye Saint-Pierre-aux-Nonnains de Metz (BNF lat. 10028). Commentaire et édition</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1935_21"" target=""_blank"">Le temporel de l’évêché de Metz des origines à 960. Formation de la seigneurie ecclésiastique</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1967_19"" target=""_blank"">Les relations politiques des ducs de Lorraine et de la cité de Metz au XVe siècle</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1957_06"" target=""_blank"">Les finances de la ville de Metz au XVe siècle</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1907_03"" target=""_blank"">La constitution communale d’Épinal sous la domination des évêques de Metz (983-1444)</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_2015_10"" target=""_blank"">Vivre hors du cloître. L'habitat canonial à Metz au Bas Moyen Âge (1200-1530)</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1867_02"" target=""_blank"">La langue française à Metz d’après les documents originaux du XIIIe siècle, monographie du dialecte lorrain</a></i>"
338,453,Millau,44.1006693,3.0777594,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1973_06"" target=""_blank"">L’habitat rural dans les bailliages de Millau et de Compeyre aux XIVe et XVe siècles</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1992_03"" target=""_blank"">Les vicomtes de Rouergue-Millau (Xe-XIe siècles)</a></i>"
339,454,Mirecourt,48.3005302,6.1312974,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1946_15"" target=""_blank"">Un commentateur des Sentences au XIVe siècle, Jean de Mirecourt</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1983_11"" target=""_blank"">les luthiers de Mirecourt aux XVIIe et XVIIIe siècles</a></i>"
340,456,Moissac,44.1050886,1.0846682,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1963_08"" target=""_blank"">La bibliothèque et le scriptorium de Moissac</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1952_01"" target=""_blank"">L’abbaye Saint-Pierre de Moissac des origines au début du XIVe siècle</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1974_18"" target=""_blank"">Les plus anciennes chartes du monastère de Moissac. Édition critique</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1989_18"" target=""_blank"">Aymeric de Peyrac, abbé de Moissac (1377-1406) et historien. Édition et présentation du Stromatheus tragicus de-obito Karoli Magni</a></i>"
341,457,Monein,43.3211151,-0.5786974,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1939_07"" target=""_blank"">La communauté d’habitants de Monein en Béarn des origines à la Révolution</a></i>"
342,460,Mont-Glonne,47.7015706,3.3615643,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1971_13"" target=""_blank"">Les origines de l’abbaye de Saint-Florent-lès-Saumur ; histoire des monastères du Mont-Glonne et du château de Saumur (Ve-VIe siècles-1026)</a></i>"
343,461,Montauban,44.0175835,1.3549991,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1945_01"" target=""_blank"">L’administration des intendants dans la généralité de Montauban de 1635 à 1715</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1989_09"" target=""_blank"">Une famille protestante de Montauban : les Viçose ( XVIe-XVIIe siècles)</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1991_02"" target=""_blank"">Le bureau des finances de Montauban et ses officiers (1635-1790)</a></i>"
344,462,Montbrison,45.6072875,4.0627318,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1873_14"" target=""_blank"">La salle de la Diana à Montbrison, examen critique des opinions émises sur ce monument héraldique</a></i>"
345,463,Montbéliard,47.5102368,6.7977564,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1895_10"" target=""_blank"">Étude historique et économique sur les moulins de la Franche-Comté et du pays de Montbéliard, du Xe siècle à la Révolution</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1862_08"" target=""_blank"">Recherches sur les chartes communales de la Franche-Comté et en particulier sur celle de Montbéliard</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1950_21"" target=""_blank"">Le comté de Montbéliard des origines à la fin du XIVe siècle</a></i>"
346,464,Montfaucon,48.957,3.42498,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1965_12"" target=""_blank"">Le cartulaire de Montfaucon en Franche-Comté</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1966_15"" target=""_blank"">Le cartulaire de Montfaucon en Franche-Comté</a></i>"
347,465,Montferrand,43.364438,1.8208365,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1933_17"" target=""_blank"">L’administration municipale à Montferrand de 1416 à 1556</a></i>"
348,467,Montier-En-Der,48.4894016,4.791764761666667,
349,468,Montlaur,43.4887773,1.5703,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1943_21"" target=""_blank"">Les seigneurs de Montlaur, des origines au XVe siècle</a></i>"
350,469,Montmartre,48.8867054,2.3415715,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1905_15"" target=""_blank"">Histoire de la formation territoriale du village édifié sur la butte Montmartre et ses environs immédiats</a></i>"
351,470,Montorgueil,46.777379,-1.4797341,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1974_13"" target=""_blank"">Le quartier Montorgueil dans la seconde moitié du xixe siècle. L’« Haussmannisation » et ses conséquences au niveau d’un secteur du quartier des Halles de Paris</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1973_17"" target=""_blank"">Le quartier Montorgueil dans la seconde moitié du xixe siècle. L’« Haussmannisation » et ses conséquences au niveau d’un secteur du quartier des Halles de Paris</a></i>"
352,471,Montpellier,43.6112422,3.8767337,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1980_15"" target=""_blank"">Montpellier à la fin du Moyen Âge d’après  les compoix (1380-1450)</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1990_11"" target=""_blank"">Glossaires français du Moyen Âge : le manuscrit H 236 de la faculté de médecine de Montpellier</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1966_03"" target=""_blank"">Le chancelier Jacques Angeli et la médecine à Montpellier au milieu du XVe siècle</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1980_03"" target=""_blank"">L’atelier monétaire royal de Montpellier et la circulation monétaire en bas Languedoc jusqu’au milieu du XVe siècle</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1982_08"" target=""_blank"">Gérard de Solo, maître de l’université de médecine de Montpellier et praticien au XIVe siècle</a></i>"
353,472,Montreuil,50.4638918,1.7631125,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1888_13"" target=""_blank"">La prévôté de Montreuil. Essai sur l’organisation administrative et judiciaire au XIVe siècle</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1886_18"" target=""_blank"">La prévôté de Montreuil. Essai sur l’organisation administrative et judiciaire au XIVe siècle</a></i>"
354,473,Morbihan,47.82598115,-2.7633492695588253,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1909_08"" target=""_blank"">Charles le Masle, évêque constitutionnel du département du Morbihan</a></i>"
355,474,Morvan,47.0972134,4.081644216205483,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1968_08"" target=""_blank"">Chassy-en-Morvan, la seigneurie et le domaine (XIVe-XVIIIe siècles)</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1935_11"" target=""_blank"">Le flottage des bois du Morvan sous l’Ancien Régime</a></i>"
356,475,Morée,47.9015941,1.2378026,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1862_04"" target=""_blank"">Essai historique sur l’organisation de la principauté française de Morée pendant les XIIIe et XIVe siècles</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1909_11"" target=""_blank"">Essai sur la chronique de Morée, édition de la version française précédée d’une introduction historique et philologique sur les diverses versions de cette chronique</a></i>"
357,477,Moyen-Poitou,44.9382562,1.0117563,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_2010_17"" target=""_blank"">De l’or, des hommes et des notaires. Épargne et crédit en Moyen-Poitou au XVIe siècle</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1962_04"" target=""_blank"">Les protestants du Moyen-Poitou sous le régime de l’Édit de Nantes (1598-1685)</a></i>"
358,479,Mâcon,46.3036683,4.8322266,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1971_12"" target=""_blank"">Une ville et ses finances : Mâcon</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1887_17"" target=""_blank"">Les églises romanes de l’ancien diocèse de Mâcon</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1926_18"" target=""_blank"">Les États du Mâconnais aux XIVe et XVe siècles</a></i>"
359,482,Mézières,46.678377,6.9264097,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1884_09"" target=""_blank"">Étude sur les institutions de la ville de Mézières, suivie du cartulaire municipal</a></i>"
360,483,Najac,44.2201877,1.9809309,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1931_16"" target=""_blank"">La vie municipale à Najac en Rouergue (XIIIe-XVe siècle)</a></i>"
361,484,Nancy,48.6937223,6.1834097,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1962_08"" target=""_blank"">Châteaux et forteresses au Moyen Âge dans la région de Nancy</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_2001_22"" target=""_blank"">Aspects militaires de la guerre pour la succession de Bourgogne, de Nancy au traité d’Arras (5 janvier 1477-23 décembre 1482)</a></i>"
362,485,Nantais,47.5901016,-1.3202084,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1981_04"" target=""_blank"">L’extension du ressort politique et religieux du Nantais au sud de la Loire. Essai sur les origines de la dislocation du pagus d’Herbauge (IXe siècle – 960)</a></i>"
363,486,Nantes,47.2186371,-1.5541362,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1962_04"" target=""_blank"">Les protestants du Moyen-Poitou sous le régime de l’Édit de Nantes (1598-1685)</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1964_14"" target=""_blank"">Les protestants en Aunis et en Saintonge de la révocation de l Édit de Nantes à l’Édit de tolérance</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1964_08"" target=""_blank"">Les protestants de Florac de la révocation de l’Édit de Nantes à l’Édit de tolérance (1685-1787)</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1925_15"" target=""_blank"">Jean de Malestroit, chancelier de Bretagne, évêque de Saint-Brieuc (1404-1419) et de Nantes (1419-1443)</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1913_01"" target=""_blank"">La révocation de l ’édit de Nantes et le protestantisme au XVIIIe siècle en Bas-Poitou</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1966_07"" target=""_blank"">Le rôle militaire de Nantes sous le gouvernement du duc de Mercœur (1582-1598)</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1929_12"" target=""_blank"">L’établissement du protestantisme à Saint-Gilles-du-Gard des origines à l’édit de Nantes</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1996_17"" target=""_blank"">De la coexistence à l’exil, les fugitifs protestants béarnais à la révocation de l’Édit de Nantes : l’exemple des colloques de Nay et de Pau</a></i>"
364,487,Naples,40.8359336,14.2487826,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1914_12"" target=""_blank"">Essai sur la conquête et la perte du Royaume de Naples par Louis XII (1500-1504)</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1929_13"" target=""_blank"">Michel Riz dit l’avocat de Naples (1445?-1513)</a></i>"
365,488,Narbonne,43.1837661,3.0042121,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_2014_04"" target=""_blank"">De la matérialité à la sacralité : le trésor de la cathédrale de Narbonne sous l'Ancien Régime</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1876_03"" target=""_blank"">Aymeri de Narbonne, chanson de geste inédite du XIIIe siècle : texte critique et commentaire</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1878_13"" target=""_blank"">Les institutions municipales de Narbonne au Moyen Âge (1229-1508)</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1852_07"" target=""_blank"">Essai sur le commerce maritime de Narbonne</a></i>"
366,489,Navarre,42.61254875,-1.830787673361753,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1932_08"" target=""_blank"">Les relations de la Navarre avec l’Aragon et la Castille sous le règne de Charles le Mauvais (1349-1387)</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1985_04"" target=""_blank"">Les lectures des maîtres et étudiants du collège de Navarre : un aspect de la vie intellectuelle à l’Université de Paris (1380-1520)</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1929_02"" target=""_blank"">La Navarre sous les rois français (1234-1328)</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1991_05"" target=""_blank"">Les domaines de la maison d’Évreux-Navarre en Normandie, 1298-1385</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1892_03"" target=""_blank"">Gaston IV, comte de Foix, vicomte souverain de Béarn, prince de Navarre (1423-1472)</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1904_17"" target=""_blank"">Charles de Coucis, seigneur de Burie, capitaine et lieutenant du roi en Guyenne en l’absence du roi de Navarre (1491-1565)</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1898_14"" target=""_blank"">Charles III le Noble, roi de Navarre : ses rapports avec la France</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1881_10"" target=""_blank"">Philippe de Navarre, comte de Longueville (1334-1363)</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1997_34"" target=""_blank"">Le lycée de Pampelune et sa bibliothèque, introduction à la lecture publique en Navarre (1842-1930)</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1937_14"" target=""_blank"">Philippe d’Evreux, roi de Navarre (1328-1343)</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1887_10"" target=""_blank"">États souverains de Basse-Navarre</a></i>"
367,491,Neuchâtel,46.9895828,6.9292641,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1927_01"" target=""_blank"">Négociations et campagnes de Rodolphe de Hocheberg, marquis de Rothelin et comte de Neuchâtel, gouverneur de Luxembourg</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1925_09"" target=""_blank"">Les chartes constitutives de la bourgeoisie de Neuchâtel-le-Lac au Moyen Âge</a></i>"
368,492,Neuchâtel-Le-Lac,46.9895828,6.9292641,
369,493,Neufchâteau,48.3553014,5.6948571,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1924_12"" target=""_blank"">Neufchâteau en Lorraine au Moyen Âge</a></i>"
370,494,Neuwiller-Lès-Saverne,48.8245602,7.4048703,
